id_pedido,fecha,id_cliente,edad_cliente,categoria_producto,canal_venta,region,metodo_pago,precio_unitario,cantidad,descuento_pct,dias_entrega,rating,devuelto,monto_total
PED-11033,2024-08-16,2067,50.0,JUGUETES,,Otras,MercadoPago,24225.69,2,5,5.0,5.0,0,0.0
PED-14592,2024-11-01,2712,41.0,Indumentaria,Marketplace,CABA,Tarjeta de crédito,14624.91,3,25,6.0,4.0,0,32906.05
PED-14564,2024-12-14,1599,24.0,INDUMENTARIA,Web,Córdoba,Tarjeta de crédito,14619.48,2,0,2.0,5.0,0,29238.96
PED-10852,2024-08-31,1836,21.0,Indumentaria,App,Santa Fe,Tarjeta de débito,29820.7,1,0,7.0,,0,29820.7
PED-11274,2024-04-08,1757,33.0,Hogar,Marketplace,GBA,Transferencia,60463.19,1,0,4.0,2.0,0,60463.19
PED-14908,2024-01-01,1154,35.0,Electrónica,Web,,efectivo,229052.25,1,0,4.0,,0,229052.25
PED-14001,2025-03-23,2238,,Hogar, Web ,GBA,TARJETA DE CRÉDITO,71518.64,1,0,1.0,4.0,1,71518.64
PED-12378,2024-07-08,2530,37.0,INDUMENTARIA,App, GBA ,Tarjeta de débito,12054.93,1,0,4.0,3.0,1,12054.93
PED-13094,2025-03-28,1553,18.0,ELECTRÓNICA,Marketplace,OTRAS,transferencia,247509.09,2,0,3.0,4.0,0,495018.18
PED-14999,2024-12-28,2013,35.0,Electrónica,Marketplace,CABA,Transferencia,336361.69,1,0,8.0,1.0,0,336361.69
PED-13219,2024-03-13,1857,28.0,Juguetes,App,GBA, MercadoPago ,20522.81,1,5,5.0,5.0,0,19496.67
PED-12357,2024-07-12,2031,52.0,INDUMENTARIA,Web,CABA,Efectivo,17949.43,1,0,1.0,4.0,0,17949.43
PED-11068,16/05/2024,1666,68.0,INDUMENTARIA,WEB,GBA,MercadoPago,25765.74,1,0,3.0,4.0,0,25765.74
PED-13874,2025-05-08,1371,53.0,Juguetes,Web,CABA,Tarjeta de débito,7161.78,2,0,6.0,2.0,0,14323.56
PED-12108,2024-03-10,1010,58.0,Indumentaria,Web,GBA,TRANSFERENCIA,11267.77,1,10,5.0,5.0,0,10140.99
PED-13945,2025-05-17,1924,40.0,Indumentaria,,CÓRDOBA,MercadoPago,24712.11,1,0,6.0,3.0,0,24712.11
PED-10608,2024-04-20,2343,37.0,Hogar,MARKETPLACE,Otras,MercadoPago,40335.44,1,0,3.0,5.0,0,40335.44
PED-11778,2024-01-12,2129,25.0,Juguetes,WEB,CÓRDOBA,transferencia,13071.97,1,15,1.0,4.0,0,11111.17
PED-14101,2024-08-24,2375,40.0,Electrónica,marketplace,Otras, Tarjeta de débito ,235232.71,1,15,7.0,5.0,0,199947.8
PED-13463,2024-11-09,1647,23.0,hogar,App,GBA,efectivo,5779.15,2,10,6.0,4.0,0,10402.47
PED-13307,2024-03-09,1276,47.0,JUGUETES,Web,Córdoba,Tarjeta de crédito,26833.06,1,0,6.0,4.0,0,26833.06
PED-12236,10/05/2024,1447,38.0,Belleza,web,GBA, Tarjeta de crédito ,14600.89,1,15,4.0,5.0,0,12410.76
PED-10347,2024-12-22,1854,,Belleza,App,, Efectivo ,14569.22,2,0,5.0,5.0,0,29138.44
PED-14198,2025-04-22,1569,42.0,electrónica, Web ,MENDOZA, Transferencia ,135331.37,1,0,2.0,4.0,0,135331.37
PED-14987,30/06/2024,1029,50.0,HOGAR,App,CABA,Tarjeta de crédito,51525.3,2,0,,4.0,0,103050.6
PED-12105,2025-06-16,2045,29.0,hogar,app,caba,MercadoPago,40688.26,1,0,1.0,1.0,0,40688.26
PED-11820,2025-04-27,1947,26.0,Belleza,App,Córdoba,MercadoPago,11197.43,1,20,3.0,5.0,0,8957.94
PED-13215,2024-05-16,1178,44.0,Indumentaria,Marketplace,GBA, Tarjeta de crédito ,27472.94,2,10,5.0,5.0,0,49451.29
PED-13716,13/06/2025,1604,19.0,INDUMENTARIA, Web ,GBA, Efectivo ,28986.53,1,25,5.0,4.0,0,21739.9
PED-13573,2025-06-24,1034,51.0,Indumentaria,APP,córdoba, Tarjeta de crédito ,15617.51,1,5,5.0,5.0,0,14836.63
PED-12088,30/06/2024,1005,27.0,Hogar,App,santa fe,Tarjeta de crédito,29853.78,2,10,8.0,1.0,0,53736.8
PED-12663,2025-03-12,2665,18.0,Indumentaria,Web,GBA,Tarjeta de crédito,25319.92,1,0,3.0,3.0,0,25319.92
PED-10389,2024-07-10,1375,42.0,Hogar,Web,,Tarjeta de débito,32924.92,2,0,3.0,4.0,0,65849.84
PED-13801,2025-05-25,2410,23.0,indumentaria,App,Mendoza,Tarjeta de crédito,8998.63,2,15,5.0,5.0,1,15297.67
PED-11929,05/02/2025,1023,22.0,Electrónica,Web,CABA,Tarjeta de crédito,116519.49,1,10,4.0,4.0,0,104867.54
PED-10331,2024-06-02,1015,34.0,Electrónica,Web,caba,,268768.73,1,0,3.0,4.0,0,268768.73
PED-12852,2025-02-15,1906,18.0,belleza,App,Otras,Tarjeta de crédito,3462.6,1,0,3.0,2.0,0,3462.6
PED-10335,2024-08-07,1039,37.0,Indumentaria,WEB,CABA,Transferencia,25162.17,1,0,5.0,5.0,0,25162.17
PED-10196,2024-06-08,1549,29.0,Electrónica, App ,Mendoza,Efectivo,152519.26,3,0,4.0,5.0,0,457557.78
PED-12468,2024-03-15,2333,0.0,Indumentaria,App, Córdoba ,Tarjeta de débito,17618.9,1,0,3.0,4.0,0,17618.9
PED-10123,2025-05-20,1420,36.0,hogar,App,CABA,Transferencia,38823.14,1,5,4.0,3.0,0,36881.98
PED-14725,2024-05-05,1931,35.0,Deportes,Marketplace,MENDOZA,efectivo,43049.64,2,0,5.0,1.0,0,86099.28
PED-14043,2025-05-01,2335,49.0,Juguetes,App, GBA ,transferencia,13323.63,2,0,10.0,5.0,0,26647.26
PED-13364,2024-04-27,1836,45.0,Belleza,Web,Córdoba,Tarjeta de crédito,12347.09,1,0,2.0,,0,12347.09
PED-13901,2024-01-05,2531,46.0,Belleza,web,Mendoza,Tarjeta de crédito,14601.03,1,0,4.0,3.0,0,14601.03
PED-12791,2024-04-13,2251,33.0,Indumentaria,Web,gba,MercadoPago,22961.53,1,0,1.0,4.0,0,22961.53
PED-11688,2024-07-27,1302,37.0, Indumentaria ,Web,Santa Fe, MercadoPago ,37852.56,2,0,3.0,4.0,0,75705.12
PED-14277,2024-03-18,2353,18.0,Hogar,Web,gba,Tarjeta de débito,58015.14,1,20,4.0,,0,46412.11
PED-10620,2025-02-06,2615,51.0,Deportes,Web,CABA,Tarjeta de débito,22464.44,1,5,5.0,4.0,0,21341.22
PED-11265,2024-01-29,2283,39.0,Belleza,App,CABA,efectivo,8232.2,1,5,3.0,,0,7820.59
PED-12799,2024-02-24,2242,40.0,indumentaria,Web,GBA,Transferencia,17172.41,1,0,3.0,3.0,0,17172.41
PED-14219,2024-03-28,2071,33.0,Deportes,App,GBA,Tarjeta de crédito,38098.71,1,0,3.0,4.0,0,38098.71
PED-10340,2024-07-22,1784,35.0,Deportes,WEB,caba,Tarjeta de crédito,45431.03,2,0,1.0,4.0,0,90862.06
PED-14547,2025-02-19,1356,35.0,BELLEZA,App,Santa Fe,MercadoPago,17593.45,3,10,4.0,5.0,0,47502.32
PED-11946,2025-01-31,1164,35.0,Electrónica,Web,otras,Tarjeta de débito,139671.8,2,0,8.0,4.0,0,279343.6
PED-12311,09/08/2024,2549,33.0,Hogar,Web,GBA,Tarjeta de débito,57727.22,2,15,7.0,4.0,0,98136.27
PED-12388,2024-07-01,1512,54.0,Hogar,Marketplace,Otras,Tarjeta de crédito,39483.67,1,0,2.0,5.0,0,39483.67
PED-13656,2025-05-08,2029,43.0,Belleza, App ,Santa Fe,Tarjeta de crédito,2718.1,4,10,1.0,5.0,0,9785.16
PED-12495,2024-12-09,1636,31.0,Hogar,WEB,Mendoza,Transferencia,41451.5,1,20,4.0,3.0,0,33161.2
PED-14815,2024-01-15,2253,46.0,HOGAR,web,CABA,Tarjeta de crédito,19525.35,1,0,5.0,5.0,0,19525.35
PED-11824,2025-06-09,2183,51.0,Indumentaria,App,CABA,MercadoPago,21695.96,2,5,2.0,2.0,0,41222.32
PED-12015,2025-01-15,1710,50.0,Indumentaria,App,Córdoba,MercadoPago,24830.34,1,0,6.0,,0,24830.34
PED-10010,03/04/2025,2341,47.0,Indumentaria,Web,Córdoba,Tarjeta de crédito,28944.29,1,0,4.0,5.0,0,28944.29
PED-12061,2024-04-27,2640,51.0,Juguetes,Web,GBA,,15940.25,1,0,3.0,4.0,0,15940.25
PED-12254,2025-04-27,2289,21.0,indumentaria,App,gba,TARJETA DE CRÉDITO,12830.45,1,0,3.0,4.0,1,12830.45
PED-13624,2025-06-21,1757,18.0,Hogar,Web, GBA ,Tarjeta de débito,30640.18,1,0,3.0,3.0,0,30640.18
PED-11827,2024-07-01,1231,39.0,hogar,App,CABA,Transferencia,46366.9,1,5,7.0,5.0,0,44048.56
PED-12966,2024-04-18,1933,50.0,Juguetes,Web,CABA,Tarjeta de crédito,20306.44,1,5,1.0,5.0,0,19291.12
PED-12218,10/05/2024,2778,33.0,Juguetes,App,GBA, Tarjeta de débito ,13368.42,2,0,3.0,5.0,1,26736.84
PED-14682,2024-11-08,2644,53.0,electrónica,WEB,Otras,Tarjeta de crédito,208550.07,1,0,6.0,5.0,0,208550.07
PED-14014,2025-02-22,2784,37.0, Juguetes ,Web,Córdoba,MercadoPago,17989.34,2,0,,5.0,0,35978.68
PED-12012,29/07/2024,1659,35.0, Juguetes ,Marketplace,Córdoba,TARJETA DE CRÉDITO,14140.54,1,0,4.0,,0,14140.54
PED-10274,2025-01-20,1281,62.0,Electrónica,App,Córdoba,Tarjeta de débito,179741.15,2,0,8.0,4.0,0,359482.3
PED-14928,2025-03-20,1331,43.0,DEPORTES,Web,CABA,Efectivo,50887.24,2,0,10.0,4.0,0,101774.48
PED-13737,2024-01-18,1441,18.0, Hogar ,Web,Otras,MercadoPago,40513.61,1,5,2.0,4.0,0,38487.93
PED-10667,2024-02-08,2157,49.0,Hogar,Web,CABA,MercadoPago,46457.05,1,10,3.0,4.0,0,41811.34
PED-10766,2024-02-11,2553,20.0,Electrónica,Web,Córdoba,Transferencia,140318.07,1,0,2.0,5.0,0,140318.07
PED-14207,2024-10-14,1713,61.0,Belleza,Web,,Tarjeta de crédito,11484.73,1,0,5.0,5.0,1,11484.73
PED-10298,2024-11-09,2198,32.0,deportes,App,Mendoza,tarjeta de débito,43958.88,1,5,4.0,5.0,1,41760.94
PED-11514,2024-05-08,2571,29.0,Indumentaria,App,Mendoza,,26354.07,4,0,3.0,4.0,0,105416.28
PED-10279,08/02/2024,1765,41.0,Hogar,App, CABA ,Tarjeta de débito,34448.75,1,0,2.0,5.0,0,34448.75
PED-11235,2024-11-21,2507,45.0,deportes,App,Córdoba,transferencia,29219.91,1,20,8.0,5.0,0,23375.93
PED-11497,2024-11-01,2146,31.0,INDUMENTARIA,Web,CABA,Tarjeta de crédito,51225.49,3,10,6.0,5.0,0,138308.82
PED-13889,2025-04-16,1099,26.0,BELLEZA,web,Otras,Tarjeta de crédito,22121.26,1,0,6.0,3.0,0,22121.26
PED-12878,2024-04-02,2528,41.0,Deportes,APP,CABA,MercadoPago,41050.91,1,0,5.0,4.0,0,41050.91
PED-10399,2024-03-02,1748,,Hogar,Web,Santa Fe,Tarjeta de crédito,62666.4,1,0,,5.0,0,62666.4
PED-11753,2024-03-13,2393,37.0,DEPORTES,App,,transferencia,26960.15,1,0,7.0,3.0,0,26960.15
PED-11869,2024-06-21,2180,31.0,Electrónica,MARKETPLACE,Santa Fe,Tarjeta de crédito,113277.37,1,5,4.0,4.0,0,107613.5
PED-13082,2024-05-07,2352,24.0,Deportes,App,Santa Fe,Tarjeta de crédito,17295.01,1,0,3.0,3.0,0,17295.01
PED-11194,2024-04-24,2567,30.0,Belleza,Web,Santa Fe,Tarjeta de crédito,7599.59,2,0,1.0,5.0,0,15199.18
PED-12000,2025-01-27,2610,18.0,JUGUETES,web,CABA,tarjeta de crédito,16134.7,1,0,1.0,4.0,0,16134.7
PED-11189,09/02/2024,1247,18.0,Deportes,App,Santa Fe,Transferencia,43855.73,2,5,2.0,4.0,1,83325.89
PED-11046,2024-11-13,2595,37.0,Hogar,web,CABA,MercadoPago,39625.61,1,10,8.0,4.0,0,35663.05
PED-11767,2024-08-25,2736,30.0,ELECTRÓNICA,App, Santa Fe ,Tarjeta de débito,181746.37,1,10,7.0,3.0,0,163571.73
PED-10604,2025-03-25,1367,62.0, Juguetes ,Marketplace,CABA,Tarjeta de crédito,19720.79,1,10,6.0,5.0,0,17748.71
PED-12990,2024-07-07,1947,54.0, Belleza ,Marketplace,Otras,Tarjeta de débito,7501.05,1,10,3.0,2.0,0,6750.95
PED-11216,2025-03-01,2662,18.0,ELECTRÓNICA,Web,CABA,Tarjeta de crédito,87813.56,2,0,5.0,5.0,0,175627.12
PED-12647,2024-07-06,1499,50.0,Indumentaria,App,,Efectivo,17256.58,1,0,1.0,,0,17256.58
PED-14359,2024-04-11,2146,40.0,Indumentaria,Web,OTRAS,Tarjeta de débito,38157.0,1,0,2.0,5.0,0,38157.0
PED-12802,2025-06-11,1987,42.0,Electrónica,app,Otras,Tarjeta de crédito,175654.78,2,5,1.0,4.0,0,333744.08
PED-14175,2024-01-30,1992,36.0,Indumentaria,APP,GBA,MercadoPago,11025.83,2,0,8.0,5.0,0,22051.66
PED-14642,2024-01-14,1003,52.0,INDUMENTARIA,Marketplace,CABA,Transferencia,5852.59,1,0,5.0,5.0,0,5852.59
PED-10038,2024-09-30,2237,18.0,Belleza,APP,Mendoza,MERCADOPAGO,12279.69,3,5,5.0,4.0,0,34997.12
PED-14257,2025-04-12,1658,38.0,BELLEZA,App,CABA,Tarjeta de débito,7853.22,1,0,2.0,3.0,0,7853.22
PED-10888,2025-03-04,2524,57.0,hogar,App,CABA,Transferencia,64329.1,2,0,6.0,,0,128658.2
PED-10198,2024-08-20,2648,40.0,Belleza,Web,córdoba,MercadoPago,10859.97,1,0,5.0,4.0,0,10859.97
PED-10855,20/01/2025,2254,55.0,Indumentaria,App,CABA, Tarjeta de crédito ,32457.53,1,0,3.0,4.0,0,32457.53
PED-13674,2024-02-08,2399,24.0,Hogar,Web,Córdoba,Tarjeta de débito,56670.09,1,0,2.0,4.0,0,56670.09
PED-13792,2024-11-10,1519,32.0,Electrónica,web,caba,Efectivo,290129.29,1,0,7.0,5.0,0,290129.29
PED-14933,2024-05-07,1990,18.0,Belleza,Web,,Tarjeta de débito,15451.97,3,10,4.0,5.0,0,41720.32
PED-11366,2025-01-04,2797,41.0,DEPORTES,App,gba,transferencia,37789.13,4,0,7.0,4.0,0,151156.52
PED-11340,2024-03-28,2238,39.0,Belleza,Web,Santa Fe,Transferencia,12909.59,1,15,5.0,1.0,0,10973.15
PED-13192,2025-04-25,1573,30.0,Belleza,App,CABA,Efectivo,12401.53,1,0,7.0,2.0,0,12401.53
PED-10787,22/04/2025,1600,45.0,Indumentaria, Web ,CABA,Tarjeta de crédito,23764.94,1,10,8.0,5.0,0,21388.45
PED-11770,2025-04-27,2579,18.0,hogar,Web,CÓRDOBA,Tarjeta de crédito,16084.58,1,0,7.0,5.0,0,16084.58
PED-10432,2024-01-09,2398,55.0,Belleza,Web,Otras,Tarjeta de crédito,16534.81,1,15,4.0,5.0,0,14054.59
PED-11223,2025-06-07,1277,41.0,Electrónica,Marketplace,Otras,TARJETA DE CRÉDITO,181907.87,1,10,11.0,5.0,0,163717.08
PED-12950,2024-04-23,1952,47.0,Electrónica,App,CABA,TARJETA DE DÉBITO,254088.3,1,10,10.0,3.0,0,228679.47
PED-13468,2025-05-14,1222,45.0,Hogar,app,,Tarjeta de débito,18761.92,1,0,3.0,5.0,0,18761.92
PED-11624,2024-12-27,2385,46.0,HOGAR,App,CABA,tarjeta de débito,70001.17,1,0,6.0,5.0,0,70001.17
PED-11264,2024-01-07,1756,52.0,Belleza,Web,Córdoba,tarjeta de débito,17601.28,1,0,4.0,4.0,0,17601.28
PED-10244,2024-02-18,2167,36.0,Indumentaria,App,CÓRDOBA,tarjeta de crédito,6282.75,3,0,3.0,4.0,0,18848.25
PED-11728,2024-06-28,2702,25.0,Hogar,App,CABA,Tarjeta de débito,54313.29,1,10,8.0,5.0,0,48881.96
PED-11323,2024-12-09,2024,22.0,Electrónica,web,GBA,Tarjeta de débito,212571.02,1,0,6.0,3.0,0,212571.02
PED-11967,2024-10-04,1979,66.0,Indumentaria,Marketplace,GBA,TARJETA DE DÉBITO,35400.4,2,25,5.0,5.0,0,53100.6
PED-14599,2024-06-19,1007,58.0,Belleza,App, Córdoba ,Efectivo,782.5,1,10,6.0,5.0,0,0.0
PED-14230,20/01/2025,1754,34.0,Belleza,WEB,CABA,transferencia,5999.5,1,0,5.0,4.0,0,0.0
PED-12884,2024-11-26,1853,37.0,Belleza,App,Santa Fe,Tarjeta de crédito,17356.72,2,0,1.0,4.0,1,34713.44
PED-14105,2024-01-25,2516,42.0,Hogar,App,CABA,Tarjeta de débito,71505.6,2,0,3.0,4.0,0,143011.2
PED-11078,2024-06-07,2108,18.0,Indumentaria,Marketplace,Otras,TARJETA DE CRÉDITO,26180.72,1,5,7.0,5.0,0,24871.68
PED-14858,2024-11-22,2628,41.0,juguetes,app,CABA,Tarjeta de débito,15176.9,1,0,5.0,,0,15176.9
PED-13110,2024-11-08,1068,42.0,Deportes,Web,CABA,Tarjeta de crédito,20199.99,2,20,3.0,,0,32319.98
PED-12523,2024-03-09,1361,48.0,Deportes,App,córdoba,Efectivo,56893.8,2,0,5.0,3.0,0,113787.6
PED-11292,2025-01-21,1713,18.0,Indumentaria,App,GBA,Efectivo,27734.24,1,15,6.0,4.0,0,23574.1
PED-14672,2024-03-25,1012,50.0,Indumentaria,Web,caba,Tarjeta de débito,40118.35,2,0,7.0,5.0,0,80236.7
PED-12267,2025-06-16,1483,51.0,Belleza, App ,GBA,Tarjeta de crédito,11702.75,1,0,5.0,4.0,0,11702.75
PED-12239,2024-06-04,2747,45.0,Electrónica,App,GBA,Tarjeta de crédito,156593.44,2,10,3.0,4.0,0,281868.19
PED-12392,28/11/2024,1853,27.0,Indumentaria,Web,OTRAS,MercadoPago,31775.59,2,0,4.0,5.0,0,63551.18
PED-11088,11/05/2025,1553,28.0,Juguetes,Web,CABA,MercadoPago,20494.9,1,0,5.0,5.0,0,20494.9
PED-12827,2024-04-13,2763,21.0,deportes,marketplace,CABA,Tarjeta de crédito,28982.4,5,0,4.0,4.0,0,144912.0
PED-12285,2025-05-21,1823,18.0,Indumentaria,Web,GBA,,38712.96,1,0,3.0,3.0,0,38712.96
PED-11896,2025-05-05,1696,64.0,Electrónica, App ,CABA,MercadoPago,134418.57,1,0,3.0,5.0,0,134418.57
PED-14701,2024-04-10,1075,42.0,Indumentaria,web,CABA,Tarjeta de crédito,10418.55,1,5,3.0,5.0,0,9897.62
PED-10181,2024-05-27,2075,42.0,juguetes,App, CABA ,Tarjeta de crédito,7109.93,1,5,2.0,,0,6754.43
PED-10410,2025-01-18,1928,38.0, Indumentaria , Marketplace ,gba, Tarjeta de crédito ,26692.31,1,0,5.0,5.0,0,26692.31
PED-11903,2024-05-17,1097,40.0,Deportes,App,CABA,Tarjeta de débito,39161.7,1,20,11.0,4.0,0,31329.36
PED-14446,2024-11-25,2764,23.0,juguetes,,Córdoba,tarjeta de crédito,9120.27,3,0,3.0,3.0,0,27360.81
PED-12881,07/05/2025,1440,36.0,Belleza,Web,OTRAS,efectivo,12535.42,1,0,6.0,5.0,0,12535.42
PED-12492,2025-01-22,1947,46.0,BELLEZA,Marketplace,Otras,Tarjeta de crédito,5586.2,1,10,6.0,5.0,0,5027.58
PED-11069,2025-05-12,2320,36.0,Deportes,app,Otras,Transferencia,34187.29,4,5,7.0,5.0,0,129911.7
PED-12656,2024-10-21,2686,54.0, Deportes ,MARKETPLACE,Córdoba,Transferencia,54137.94,2,0,9.0,1.0,1,108275.88
PED-13323,2024-06-25,1099,18.0,Hogar,MARKETPLACE,gba,Transferencia,52330.56,1,15,6.0,3.0,0,44480.98
PED-11918,2024-05-28,2785,37.0,INDUMENTARIA,marketplace,Otras,Tarjeta de crédito,35018.22,3,0,9.0,5.0,0,105054.66
PED-13878,2024-12-20,2147,18.0,deportes,Marketplace,Otras,Tarjeta de crédito,56783.65,1,0,2.0,5.0,0,56783.65
PED-13705,2024-12-08,2772,80.0,ELECTRÓNICA,App,córdoba,Tarjeta de crédito,174942.22,1,15,6.0,5.0,0,148700.89
PED-12350,2024-05-11,1295,33.0,HOGAR,,Otras,Tarjeta de débito,38233.58,2,0,6.0,5.0,0,76467.16
PED-11566,2024-09-23,2509,44.0,Hogar,App,GBA,Tarjeta de crédito,58334.45,1,0,5.0,,0,58334.45
PED-12592,2024-01-13,1869,,Deportes,Web,GBA,MERCADOPAGO,34183.24,1,0,3.0,3.0,0,34183.24
PED-13611,2024-02-12,1679,33.0,HOGAR,Web,GBA,MercadoPago,39000.61,1,0,2.0,4.0,0,39000.61
PED-11782,2025-06-15,1888,35.0,Electrónica,Web,Santa Fe,TARJETA DE CRÉDITO,152569.23,1,0,1.0,4.0,0,152569.23
PED-12051,2025-03-07,1445,,BELLEZA,Web,gba,Tarjeta de crédito,19696.35,2,0,4.0,5.0,0,39392.7
PED-10958,2024-02-28,2567,49.0,electrónica,App,Otras, Transferencia ,202039.16,1,0,6.0,4.0,0,202039.16
PED-14295,2024-12-21,2007,28.0,Indumentaria,Web,Otras,tarjeta de débito,28126.42,2,10,2.0,5.0,0,50627.56
PED-14160,2024-07-13,2170,18.0,hogar,web,GBA,tarjeta de débito,51233.34,1,0,6.0,1.0,0,51233.34
PED-14470,2024-06-04,1984,46.0,Belleza,Marketplace, Otras ,Tarjeta de crédito,13228.66,1,0,4.0,3.0,0,13228.66
PED-13051,2024-03-28,1690,39.0,Hogar,App,Otras,tarjeta de débito,61335.59,1,15,8.0,5.0,0,52135.25
PED-10968,2024-10-04,2289,52.0,INDUMENTARIA,Marketplace,,Tarjeta de crédito,9437.82,1,15,2.0,,0,8022.15
PED-12098,2024-09-26,1277,21.0,Hogar,App,CABA,Tarjeta de crédito,71249.73,3,0,6.0,5.0,0,213749.19
PED-14071,2024-04-15,1934,38.0,Indumentaria,Web,CABA,Tarjeta de crédito,26262.26,1,15,9.0,5.0,0,22322.92
PED-14764,2024-09-17,1102,21.0,ELECTRÓNICA,App,Santa Fe,MERCADOPAGO,222559.62,1,0,4.0,5.0,0,222559.62
PED-13679,2024-02-05,1557,34.0,HOGAR,Marketplace,GBA,Efectivo,46758.25,1,20,4.0,4.0,0,37406.6
PED-13864,2024-08-05,1094,18.0,Hogar,Marketplace,Córdoba,Tarjeta de crédito,40640.89,1,15,6.0,5.0,0,34544.76
PED-12414,2025-04-29,1379,50.0,electrónica,Web,Santa Fe,Transferencia,106607.79,1,0,9.0,5.0,0,106607.79
PED-12610,2024-09-20,1322,65.0,HOGAR,App,Santa Fe,Transferencia,48385.27,1,0,4.0,4.0,0,48385.27
PED-11739,2024-04-10,2099,44.0,Electrónica,App,GBA,TARJETA DE DÉBITO,307832.66,1,5,4.0,5.0,0,292441.03
PED-13033,2024-11-05,2150,23.0,Deportes,Web,Santa Fe,Tarjeta de crédito,46752.03,1,15,8.0,5.0,0,39739.23
PED-11601,2024-05-23,2605,46.0,Indumentaria,Web,caba,Tarjeta de débito,35146.39,1,10,4.0,3.0,1,31631.75
PED-13275,2024-10-21,1147,18.0,Hogar,Marketplace,Otras,Tarjeta de crédito,76596.22,1,0,5.0,1.0,0,76596.22
PED-14508,2024-06-03,2650,43.0,DEPORTES,Marketplace,CABA,Tarjeta de débito,33951.89,3,0,7.0,4.0,0,101855.67
PED-14200,2025-01-18,1144,47.0,Belleza, Marketplace ,MENDOZA,Transferencia,17663.54,2,10,4.0,4.0,0,31794.37
PED-13061,2025-05-23,1506,,Hogar,Web,Otras,MercadoPago,741636.1215302629,2,0,7.0,4.0,0,103117.98
PED-14428,2025-05-14,1150,28.0,Deportes,App,OTRAS,Tarjeta de crédito,43177.89,1,0,5.0,3.0,0,43177.89
PED-11948,2024-12-25,2502,52.0,Deportes,Marketplace,Otras,Efectivo,29543.89,1,0,1.0,2.0,0,29543.89
PED-10944,2025-01-20,2555,23.0,Electrónica,Web,GBA,Tarjeta de crédito,157513.61,1,0,7.0,4.0,0,157513.61
PED-12213,2024-09-16,2143,37.0,Electrónica,Marketplace,CABA,Tarjeta de débito,166797.92,4,0,5.0,4.0,0,667191.68
PED-12840,2025-03-16,2753,18.0,Belleza,App,CABA,Tarjeta de débito,11171.56,2,0,3.0,5.0,0,22343.12
PED-13040,2025-06-04,1652,18.0,Hogar, Web ,Mendoza,Transferencia,41523.14,2,20,4.0,5.0,0,66437.02
PED-13807,03/12/2024,1051,32.0,JUGUETES,web,CABA,TARJETA DE DÉBITO,14006.61,5,0,5.0,3.0,0,70033.05
PED-10111,10/02/2025,1294,44.0,Electrónica,app,Córdoba,Tarjeta de crédito,201474.67,1,0,5.0,2.0,0,201474.67
PED-13448,2024-04-05,1783,46.0,ELECTRÓNICA,Marketplace,CABA,Transferencia,210291.29,1,0,1.0,4.0,0,210291.29
PED-10967,2024-07-19,2169,35.0,Hogar,marketplace,GBA,Tarjeta de débito,32622.36,1,5,2.0,5.0,0,30991.24
PED-14735,25/04/2025,1762,31.0,Belleza,marketplace,GBA,transferencia,14334.08,3,25,4.0,5.0,0,32251.68
PED-12675,14/03/2024,1341,47.0,Indumentaria,Web,Otras, Tarjeta de crédito ,21512.97,1,0,4.0,4.0,0,21512.97
PED-11444,2024-05-09,1743,25.0,Juguetes,Web,GBA,Tarjeta de crédito,15787.6,1,10,2.0,3.0,0,14208.84
PED-12837,2025-05-06,1436,24.0,Deportes,web,GBA,Tarjeta de crédito,48514.99,1,0,2.0,4.0,0,48514.99
PED-12703,2024-03-28,1427,43.0,electrónica,Web,gba,Tarjeta de débito,127943.84,1,25,7.0,4.0,0,95957.88
PED-14176,2024-02-14,2670,32.0,Hogar,App,Santa Fe,Tarjeta de débito,-26490.86,1,10,6.0,2.0,0,23841.77
PED-13211,2025-03-24,2559,39.0,hogar,App,Santa Fe,Tarjeta de crédito,50297.3,1,0,5.0,4.0,0,50297.3
PED-14860,2024-07-18,1584,43.0,Hogar, Web ,Córdoba,Efectivo,66998.49,1,25,7.0,5.0,0,50248.87
PED-10524,2025-01-24,2593,51.0,Hogar,App,CABA,Tarjeta de crédito,42071.67,1,0,1.0,5.0,0,42071.67
PED-14351,2024-07-06,1018,44.0,BELLEZA,Marketplace,CABA, Tarjeta de débito ,171782.31447365877,1,0,1.0,3.0,0,11942.41
PED-13616,2024-08-09,2094,51.0,Indumentaria,App,GBA,Tarjeta de crédito,21401.98,2,0,5.0,,0,42803.96
PED-14832,2024-06-03,1142,35.0,Belleza,App,CABA,Tarjeta de débito,16720.7,1,0,10.0,3.0,0,16720.7
PED-10086,2024-10-15,1842,39.0,Hogar,WEB,GBA,Tarjeta de crédito,40249.77,1,0,7.0,5.0,0,40249.77
PED-11983,2024-07-04,1905,55.0,Electrónica,App,CABA,TRANSFERENCIA,251028.62,1,0,7.0,5.0,1,251028.62
PED-12476,2024-07-11,2092,29.0,belleza,Marketplace,GBA,tarjeta de crédito,16291.33,5,5,5.0,3.0,0,77383.82
PED-14283,2024-12-05,1906,46.0,Deportes,App,CABA,Tarjeta de crédito,48728.37,1,0,1.0,5.0,0,48728.37
PED-13686,2025-01-17,1218,39.0,Electrónica,App,CABA,Tarjeta de débito,182776.59,2,0,8.0,4.0,0,365553.18
